Plot,Event,Temperature_C,Wind,Precip,Percent_Cloud,Noise,ObservationNumber,Interval,AOUCode,Distance,DetectionType,Sex,Age,FlockSize,IsPreviousPlot,IsFlyover,Comments
WICR1,WICRTweety2011Jun020800AM,24,2,0,0,0,3,0-3 min,NOCA,15,U,Unk,Adult,3,0,0,NULL
WICR1,WICRTweety2011Jun020800AM,24,2,0,0,0,4,0-3 min,FISP,20,U,Unk,Adult,2,0,0,NULL
WICR1,WICRTweety2011Jun020800AM,24,2,0,0,0,5,0-3 min,EUST,30,U,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2011Jun020800AM,24,2,0,0,0,6,0-3 min,EABL,30,U,Unk,Adult,3,0,0,NULL
WICR1,WICRTweety2011Jun020800AM,24,2,0,0,0,7,0-3 min,TUTI,10,U,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2011Jun020800AM,24,2,0,0,0,8,0-3 min,KILL,30,U,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2011Jun020800AM,24,2,0,0,0,9,0-3 min,RTHA,-9999,U,Unk,Adult,1,0,1,NULL
WICR1,WICRTweety2012May250930AM,32,1,0,10,1,1,0-3 min,AMCR,-9999,U,Unk,Adult,3,0,1,NULL
WICR1,WICRTweety2012May250930AM,32,1,0,10,1,2,0-3 min,RTHA,-9999,U,Unk,Adult,1,0,1,NULL
WICR1,WICRTweety2012May250930AM,32,1,0,10,1,3,0-3 min,CACH,16,U,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2012May250930AM,32,1,0,10,1,4,0-3 min,DICK,37,U,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2012May250930AM,32,1,0,10,1,5,0-3 min,EAPH,52,U,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2012May250930AM,32,1,0,10,1,6,0-3 min,NOCA,26,U,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2012May250930AM,32,1,0,10,1,7,0-3 min,NOCA,41,U,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2012May250930AM,32,1,0,10,1,8,0-3 min,EAWP,44,U,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,1,0-3 min,NOMO,10,4,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,2,0-3 min,COYE,20,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,3,0-3 min,CHSP,30,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,4,0-3 min,NOCA,30,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,5,0-3 min,FISP,80,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,6,0-3 min,AMRO,60,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,7,0-3 min,NOCA,30,4,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,8,>3-5 min,FISP,100,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,9,>3-5 min,AMCR,80,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,10,>3-5 min,TUTI,70,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,11,>3-5 min,CACH,50,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2013Jun030605AM,7.2,0,1,0,3,12,>3-5 min,NOMO,30,4,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,1,0-3 min,AMRO,26,2,Unk,Adult,2,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,2,0-3 min,CACH,26,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,3,0-3 min,NOCA,26,2,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,4,0-3 min,NOCA,26,2,Female,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,5,0-3 min,TUTI,136,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,6,0-3 min,EAME,136,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,7,0-3 min,BLJA,68,2,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,8,0-3 min,EUST,39,2,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,9,0-3 min,TUTI,74,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,10,>3-5 min,AMRO,50,4,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,11,>3-5 min,NOCA,92,2,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2014May020632AM,10,0,0,0,2,12,>3-5 min,NOMO,26,2,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2015Jun120721AM,31,0,0,2,1,1,0-3 min,NOCA,14,4,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2015Jun120721AM,31,0,0,2,1,2,0-3 min,NOMO,64,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2015Jun120721AM,31,0,0,2,1,3,0-3 min,AMRO,19,4,Unk,Adult,1,0,1,NULL
WICR1,WICRTweety2015Jun120721AM,31,0,0,2,1,4,0-3 min,AMRO,18,2,Female,Adult,1,0,0,NULL
WICR1,WICRTweety2015Jun120721AM,31,0,0,2,1,5,>3-5 min,KILL,57,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2015Jun120721AM,31,0,0,2,1,6,>3-5 min,INBU,13,2,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2016May090559AM,16,0,0,100,1,1,0-3 min,TUTI,47,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2016May090559AM,16,0,0,100,1,2,0-3 min,CARW,54,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2016May090559AM,16,0,0,100,1,3,0-3 min,INBU,53,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2016May090559AM,16,0,0,100,1,4,0-3 min,CACH,48,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2016May090559AM,16,0,0,100,1,5,0-3 min,FISP,104,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2016May090559AM,16,0,0,100,1,6,>3-5 min,TUTI,41,2,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,1,0-3 min,HOWR,50,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,2,0-3 min,NOCA,150,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,3,0-3 min,INBU,10,4,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,4,0-3 min,INBU,70,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,5,0-3 min,FISP,200,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,6,0-3 min,NOCA,100,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,7,0-3 min,TUTI,100,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,8,0-3 min,AMCR,180,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,9,0-3 min,TUTI,100,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,10,0-3 min,BLJA,150,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,11,0-3 min,RBWO,100,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,12,0-3 min,AMCR,20,4,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,13,>3-5 min,RBWO,20,2,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,14,>3-5 min,TUTI,75,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,15,>3-5 min,NOCA,50,2,NoVal,MisVal,1,0,1,NULL
WICR1,WICRTweety2017Jun060605AM,17,1,0,0,2,16,>3-5 min,EAPH,1,2,NoVal,MisVal,1,0,0,phobe
WICR1,WICRTweety2018May180743AM,28,0,0,5,2,1,0-3 min,EAPH,61,4,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2018May180743AM,28,0,0,5,2,2,0-3 min,INBU,60,4,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2018May180743AM,28,0,0,5,2,3,0-3 min,GRCA,10,4,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2018May180743AM,28,0,0,5,2,4,0-3 min,SWTH,20,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2018May180743AM,28,0,0,5,2,5,>3-5 min,FISP,100,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2018May180743AM,28,0,0,5,2,6,>3-5 min,CACH,110,1,Male,Adult,2,0,0,NULL
WICR1,WICRTweety2018May180743AM,28,0,0,5,2,7,>3-5 min,TUTI,115,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2018May180743AM,28,0,0,5,2,8,0-3 min,NOCA,115,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2018May180743AM,28,0,0,5,2,9,0-3 min,BEWR,60,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2019May290616AM,22,0,0,0,1,1,0-3 min,NOCA,77,4,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2019May290616AM,22,0,0,0,1,2,0-3 min,NOMO,73,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2019May290616AM,22,0,0,0,1,3,0-3 min,EAPH,37,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2019May290616AM,22,0,0,0,1,4,0-3 min,FISP,70,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2019May290616AM,22,0,0,0,1,5,0-3 min,BHCO,35,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2019May290616AM,22,0,0,0,1,6,0-3 min,WEVI,93,1,Unk,Adult,1,0,0,NULL
WICR1,WICRTweety2019May290616AM,22,0,0,0,1,7,>3-5 min,INBU,26,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2020Jun080833AM,27,0,0,0,1,1,0-3 min,CHSP,78,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2020Jun080833AM,27,0,0,0,1,2,0-3 min,CARW,64,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2020Jun080833AM,27,0,0,0,1,3,0-3 min,EAPH,42,2,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2020Jun080833AM,27,0,0,0,1,4,0-3 min,NOCA,45,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2020Jun080833AM,27,0,0,0,1,5,0-3 min,AMGO,73,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2020Jun080833AM,27,0,0,0,1,6,>3-5 min,YBCU,230,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2020Jun080833AM,27,0,0,0,1,7,>3-5 min,COYE,67,1,Male,Adult,1,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,1,0-3 min,COYE,-9999,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,2,0-3 min,AMCR,-9999,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,3,0-3 min,NOCA,-9999,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,4,0-3 min,DICK,-9999,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,5,0-3 min,BLJA,28,4,NoVal,Adult,4,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,6,0-3 min,TUTI,-9999,1,NoVal,MisVal,2,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,7,0-3 min,EAPH,-9999,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,8,>3-5 min,MODO,-9999,2,NoVal,Adult,1,0,1,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,9,>3-5 min,COGR,-9999,2,NoVal,Adult,2,0,1,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,10,>3-5 min,FISP,-9999,1,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,11,>5 min,BHCO,-9999,8,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,12,>5 min,RBWO,-9999,8,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,13,>5 min,YBCU,-9999,8,NoVal,MisVal,1,0,0,NULL
WICR1,WICRTweety2021Jun050706AM,15.5,0,0,10,2,14,>5 min,GCFL,-9999,8,NoVal,MisVal,1,0,0,NULL
WICR10,WICRTweety2008May220909AM,24,2,0,70,0,1,0-3 min,REVI,35,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2008May220909AM,24,2,0,70,0,2,0-3 min,BGGN,6,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,1,Missing Value,RBWO,30,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,2,Missing Value,REVI,30,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,3,Missing Value,EATO,25,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,4,Missing Value,COYE,30,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,5,Missing Value,LOWA,40,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,6,Missing Value,ACFL,40,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,7,Missing Value,NOCA,30,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,8,Missing Value,AMRO,30,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,9,Missing Value,WEVI,20,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,10,Missing Value,YBCH,25,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2009May290835AM,15,0,0,0,0,11,Missing Value,EAWP,40,U,Male,Unknown,1,0,0,NULL
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,1,0-3 min,INBU,25,1,Unk,Unknown,1,0,0,NULL
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,2,0-3 min,AMCR,300,1,Unk,Unknown,1,0,0,distance
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,3,0-3 min,NOPA,150,1,Unk,Unknown,1,0,0,distance
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,4,0-3 min,NOPA,37,1,Unk,Unknown,1,0,0,NULL
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,5,0-3 min,ACFL,39,1,Unk,Unknown,1,0,0,NULL
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,6,0-3 min,GCFL,54,1,Unk,Unknown,1,0,0,NULL
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,7,0-3 min,WEVI,50,1,Unk,Unknown,1,0,0,NULL
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,8,0-3 min,BGGN,35,1,Unk,Unknown,1,0,0,NULL
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,9,0-3 min,TUTI,40,1,Unk,Unknown,1,0,0,NULL
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,10,>5 min,AMCR,200,8,Unk,Unknown,3,0,0,seen after count
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,11,>5 min,EAWP,70,8,Unk,Unknown,1,0,0,seen after count
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,12,0-3 min,NOPA,100,1,Unk,Unknown,1,0,0,in distance
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,13,0-3 min,INBU,80,2,Male,Unknown,1,0,0,seen
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,14,>3-5 min,NOCA,150,1,Unk,Unknown,1,0,0,distance
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,15,>3-5 min,BLJA,60,1,Unk,Unknown,1,0,0,distance
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,16,>3-5 min,CHSW,75,2,Unk,Unknown,1,0,1,NULL
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,17,>5 min,BHCO,60,8,Unk,Unknown,2,0,0,seen after time
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,18,>5 min,BRTH,70,8,Unk,Unknown,1,0,0,seen after time
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,19,>5 min,LASP,20,8,Male,Unknown,1,0,0,seen after time
WICR10,WICRTweety2010May210702AM,17,0,0,0,1,20,>5 min,LASP,20,8,Female,Unknown,1,0,0,seen after time
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,1,0-3 min,LOWA,20,U,NoVal,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,2,0-3 min,BLJA,20,U,NoVal,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,3,0-3 min,REVI,20,U,NoVal,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,4,0-3 min,INBU,30,U,Male,Adult,4,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,5,0-3 min,AMRO,30,U,NoVal,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,6,0-3 min,NOCA,20,U,NoVal,Adult,2,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,7,0-3 min,ACFL,20,U,NoVal,Adult,2,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,8,0-3 min,WEVI,20,U,NoVal,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,9,0-3 min,EATO,30,U,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,10,0-3 min,NOPA,20,U,NoVal,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,11,0-3 min,COYE,20,U,NoVal,Adult,2,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,12,0-3 min,FISP,30,U,NoVal,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,13,0-3 min,GCFL,20,U,NoVal,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,14,0-3 min,YBCH,20,U,NoVal,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,15,0-3 min,SUTA,30,U,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,16,0-3 min,PROW,30,U,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,17,0-3 min,YBCU,30,U,NoVal,Adult,1,0,0,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,18,0-3 min,GBHE,-9999,U,NoVal,MisVal,1,0,1,NULL
WICR10,WICRTweety2011Jun070855AM,-9999,?,?,-9999,?,19,0-3 min,AMCR,-9999,U,NoVal,MisVal,1,0,1,NULL
WICR10,WICRTweety2012May310935AM,19,0,0,100,0,1,0-3 min,BWWA,5,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2012May310935AM,19,0,0,100,0,2,0-3 min,YBSA,138,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2012May310935AM,19,0,0,100,0,3,0-3 min,NOCA,34,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2012May310935AM,19,0,0,100,0,4,0-3 min,YBCU,22,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2012May310935AM,19,0,0,100,0,5,0-3 min,SUTA,23,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2013Jun050600AM,16.1,0,0,10,1,1,0-3 min,CARW,40,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2013Jun050600AM,16.1,0,0,10,1,2,0-3 min,AMCR,150,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2013Jun050600AM,16.1,0,0,10,1,3,0-3 min,BGGN,80,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2013Jun050600AM,16.1,0,0,10,1,4,0-3 min,ACFL,35,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2013Jun050600AM,16.1,0,0,10,1,5,0-3 min,INBU,40,1,Male,Adult,1,0,0,NULL
WICR10,WICRTweety2013Jun050600AM,16.1,0,0,10,1,6,0-3 min,ACFL,60,1,Male,Adult,1,0,0,NULL
